x,y,z,name,state
49.87,39.83,34,SE-20_07-12F_c_045.jpg,1
49.89,39.83,37.49,SE-20_07-12F_c_046.jpg,1
49.91,39.83,40.98,SE-20_07-12F_c_047.jpg,1
49.84,39.73,44.66,SE-20_07-12F_c_048.jpg,1
49.68,39.63,48.54,SE-20_07-12F_c_049.jpg,1
49.59,36.93,48.73,SE-20_07-12F_c_050.jpg,1
38.76,35.03,48.01,SE-20_07-12F_c_051.jpg,1
49.82,37.23,41.17,SE-20_07-12F_c_052.jpg,1
49.8,37.33,37.68,SE-20_07-12F_c_053.jpg,1
49.87,37.33,34,SE-20_07-12F_c_054.jpg,1
46.86,36.63,30.09,SE-20_07-12F_c_055.jpg,1
49.91,37.13,26.83,SE-20_07-12F_c_056.jpg,1
49.91,34.33,26.83,SE-20_07-12F_c_057.jpg,1
50.51,34.73,30.81,SE-20_07-12F_c_058.jpg,1
49.79,34.73,34.2,SE-20_07-12F_c_059.jpg,1
49.8,34.73,37.68,SE-20_07-12F_c_060.jpg,1
49.74,34.63,41.36,SE-20_07-12F_c_061.jpg,1
38.68,31.43,48.2,SE-20_07-12F_c_062.jpg,1
50.17,34.13,49.22,SE-20_07-12F_c_063.jpg,1
-31.92,1.03,84.53,SE-20_07-12F_c_064.jpg,1
50.24,31.63,45.54,SE-20_07-12F_c_065.jpg,1
50.4,32.03,41.66,SE-20_07-12F_c_066.jpg,1
50.46,32.23,37.98,SE-20_07-12F_c_067.jpg,1
50.45,32.13,34.49,SE-20_07-12F_c_068.jpg,1
50.51,31.93,30.81,SE-20_07-12F_c_069.jpg,1
49.91,31.53,26.83,SE-20_07-12F_c_070.jpg,1
49.91,28.63,26.83,SE-20_07-12F_c_071.jpg,1
50.42,28.93,31.01,SE-20_07-12F_c_072.jpg,1
50.36,29.13,34.69,SE-20_07-12F_c_073.jpg,1
50.2,29.23,38.56,SE-20_07-12F_c_074.jpg,1
50.13,29.03,42.25,SE-20_07-12F_c_075.jpg,1
49.98,28.63,46.12,SE-20_07-12F_c_076.jpg,1
-10.43,0.13,77.54,SE-20_07-12F_c_077.jpg,1
50.13,56.13,1.65,SE-20_07-12F_d_001.jpg,1
49.9,55.63,5.71,SE-20_07-12F_d_002.jpg,1
49.74,55.53,9.58,SE-20_07-12F_d_003.jpg,1
