x,y,z,name,state
41.15,65.53,0.37,SW-20_10-15F_o_011.jpg,1
37.49,65.33,-0.36,SW-20_10-15F_o_012.jpg,1
34.24,65.43,-0.21,SW-20_10-15F_o_013.jpg,1
30.58,65.43,-0.92,SW-20_10-15F_o_014.jpg,1
27.23,65.63,-0.59,SW-20_10-15F_o_015.jpg,1
23.31,65.93,-0.72,SW-20_10-15F_o_016.jpg,1
23.31,63.13,-0.72,SW-20_10-15F_o_017.jpg,1
19.3,68.73,31.11,SW-20_10-15F_o_018.jpg,1
30.4,62.73,-0.54,SW-20_10-15F_o_019.jpg,1
33.58,62.73,-0.51,SW-20_10-15F_o_020.jpg,1
37.4,62.63,-0.16,SW-20_10-15F_o_021.jpg,1
40.57,62.73,-0.12,SW-20_10-15F_o_022.jpg,1
44.49,62.83,0.02,SW-20_10-15F_o_023.jpg,1
47.66,63.03,0.07,SW-20_10-15F_o_024.jpg,1
47.66,60.23,0.07,SW-20_10-15F_o_025.jpg,1
43.75,60.23,-0.08,SW-20_10-15F_o_026.jpg,1
40.57,60.13,-0.12,SW-20_10-15F_o_027.jpg,1
37.4,60.03,-0.16,SW-20_10-15F_o_028.jpg,1
33.58,60.03,-0.51,SW-20_10-15F_o_029.jpg,1
30.4,60.23,-0.54,SW-20_10-15F_o_030.jpg,1
27.32,60.23,-0.78,SW-20_10-15F_o_031.jpg,1
23.4,60.33,-0.92,SW-20_10-15F_o_032.jpg,1
23.23,57.63,-0.53,SW-20_10-15F_o_033.jpg,1
26.96,57.63,0,SW-20_10-15F_o_034.jpg,1
30.32,57.63,-0.35,SW-20_10-15F_o_035.jpg,1
33.58,57.63,-0.51,SW-20_10-15F_o_036.jpg,1
36.74,57.53,-0.46,SW-20_10-15F_o_037.jpg,1
40.57,57.53,-0.12,SW-20_10-15F_o_038.jpg,1
43.75,57.63,-0.08,SW-20_10-15F_o_039.jpg,1
47.66,57.63,0.07,SW-20_10-15F_o_040.jpg,1
47.57,55.03,0.26,SW-20_10-15F_o_041.jpg,1
43.75,55.03,-0.08,SW-20_10-15F_o_042.jpg,1
40.57,55.13,-0.12,SW-20_10-15F_o_043.jpg,1
36.74,55.13,-0.46,SW-20_10-15F_o_044.jpg,1
33.58,55.13,-0.51,SW-20_10-15F_o_045.jpg,1
30.4,55.13,-0.54,SW-20_10-15F_o_046.jpg,1
27.23,55.03,-0.59,SW-20_10-15F_o_047.jpg,1
23.4,55.03,-0.92,SW-20_10-15F_o_048.jpg,1
23.4,52.23,-0.92,SW-20_10-15F_o_049.jpg,1
27.4,52.43,-0.97,SW-20_10-15F_o_050.jpg,1
30.32,52.43,-0.35,SW-20_10-15F_o_051.jpg,1
33.58,52.53,-0.51,SW-20_10-15F_o_052.jpg,1
37.4,52.63,-0.16,SW-20_10-15F_o_053.jpg,1
40.57,52.53,-0.12,SW-20_10-15F_o_054.jpg,1
47.7,50.63,15.86,SW-20_10-15F_o_055.jpg,1
47.66,52.33,0.07,SW-20_10-15F_o_056.jpg,1
47.75,49.63,-0.13,SW-20_10-15F_o_057.jpg,1
44.49,49.83,0.02,SW-20_10-15F_o_058.jpg,1
40.75,50.03,-0.51,SW-20_10-15F_o_059.jpg,1
37.4,50.03,-0.16,SW-20_10-15F_o_060.jpg,1
34.32,50.03,-0.4,SW-20_10-15F_o_061.jpg,1
30.11,49.53,1.88,SW-20_10-15F_o_062.jpg,1
27.32,49.83,-0.78,SW-20_10-15F_o_063.jpg,1
23.4,49.63,-0.92,SW-20_10-15F_o_064.jpg,1
23.4,46.83,-0.92,SW-20_10-15F_o_065.jpg,1
26.94,46.33,1.84,SW-20_10-15F_o_066.jpg,1
30.11,46.53,1.88,SW-20_10-15F_o_067.jpg,1
34.32,47.33,-0.4,SW-20_10-15F_o_068.jpg,1
37.86,46.63,2.37,SW-20_10-15F_o_069.jpg,1
40.75,47.33,-0.51,SW-20_10-15F_o_070.jpg,1
47.46,44.13,11.1,SW-20_10-15F_o_071.jpg,1
48.41,46.83,0.17,SW-20_10-15F_o_072.jpg,1
95.08,-0.67,124.48,SW-20_10-15F_o_073.jpg,1
45.24,44.23,0.13,SW-20_10-15F_o_074.jpg,1
41.95,43.63,2.12,SW-20_10-15F_o_075.jpg,1
37.94,43.73,2.17,SW-20_10-15F_o_076.jpg,1
34.32,44.53,-0.4,SW-20_10-15F_o_077.jpg,1
31.15,44.43,-0.43,SW-20_10-15F_o_078.jpg,1
27.4,44.33,-0.97,SW-20_10-15F_o_079.jpg,1
23.57,44.03,-1.3,SW-20_10-15F_o_080.jpg,1
23.57,40.93,-1.3,SW-20_10-15F_o_081.jpg,1
27.23,41.23,-0.59,SW-20_10-15F_o_082.jpg,1
31.24,41.63,-0.62,SW-20_10-15F_o_083.jpg,1
34.41,41.73,-0.59,SW-20_10-15F_o_084.jpg,1
38.24,41.63,-0.25,SW-20_10-15F_o_085.jpg,1
42.16,41.53,-0.11,SW-20_10-15F_o_086.jpg,1
45.99,41.03,0.23,SW-20_10-15F_o_087.jpg,1
84.41,1.23,88.11,SW-20_10-15F_o_088.jpg,1
21.81,98.93,-0.94,SW-20_16-21F_p_001.jpg,1
25.73,98.43,-0.79,SW-20_16-21F_p_002.jpg,1
29.65,98.03,-0.65,SW-20_16-21F_p_003.jpg,1
33.58,97.83,-0.51,SW-20_16-21F_p_004.jpg,1
36.74,97.73,-0.46,SW-20_16-21F_p_005.jpg,1
40.57,97.93,-0.12,SW-20_16-21F_p_006.jpg,1
44.41,98.03,0.21,SW-20_16-21F_p_007.jpg,1
47.57,95.33,0.26,SW-20_16-21F_p_009.jpg,1
43.57,95.23,0.3,SW-20_16-21F_p_010.jpg,1
39.82,95.13,-0.23,SW-20_16-21F_p_011.jpg,1
36.66,94.93,-0.27,SW-20_16-21F_p_012.jpg,1
32.82,95.03,-0.6,SW-20_16-21F_p_013.jpg,1
29.48,95.33,-0.26,SW-20_16-21F_p_014.jpg,1
25.82,95.43,-0.99,SW-20_16-21F_p_015.jpg,1
21.9,95.73,-1.13,SW-20_16-21F_p_016.jpg,1
21.81,92.83,-0.94,SW-20_16-21F_p_017.jpg,1
25.82,92.53,-0.99,SW-20_16-21F_p_018.jpg,1
28.82,92.43,-0.56,SW-20_16-21F_p_019.jpg,1
32.73,92.33,-0.41,SW-20_16-21F_p_020.jpg,1
36,92.23,-0.57,SW-20_16-21F_p_021.jpg,1
39.74,92.33,-0.03,SW-20_16-21F_p_022.jpg,1
42.99,92.33,-0.19,SW-20_16-21F_p_023.jpg,1
46.83,92.53,0.15,SW-20_16-21F_p_024.jpg,1
46.83,89.73,0.15,SW-20_16-21F_p_025.jpg,1
42.91,89.63,0,SW-20_16-21F_p_026.jpg,1
39.74,89.63,-0.03,SW-20_16-21F_p_027.jpg,1
36,89.53,-0.57,SW-20_16-21F_p_028.jpg,1
32.82,89.63,-0.6,SW-20_16-21F_p_029.jpg,1
28.9,89.73,-0.75,SW-20_16-21F_p_030.jpg,1
25.82,89.73,-0.99,SW-20_16-21F_p_031.jpg,1
21.9,89.83,-1.13,SW-20_16-21F_p_032.jpg,1
21.81,87.03,-0.94,SW-20_16-21F_p_033.jpg,1
25.82,87.03,-0.99,SW-20_16-21F_p_034.jpg,1
28.99,86.93,-0.95,SW-20_16-21F_p_035.jpg,1
32.82,86.93,-0.6,SW-20_16-21F_p_036.jpg,1
36,86.93,-0.57,SW-20_16-21F_p_037.jpg,1
39.08,86.93,-0.33,SW-20_16-21F_p_038.jpg,1
42.91,87.03,0,SW-20_16-21F_p_039.jpg,1
46.74,87.03,0.34,SW-20_16-21F_p_040.jpg,1
46.74,84.43,0.34,SW-20_16-21F_p_041.jpg,1
42.91,84.43,0,SW-20_16-21F_p_042.jpg,1
39.74,84.43,-0.03,SW-20_16-21F_p_043.jpg,1
35.91,84.43,-0.38,SW-20_16-21F_p_044.jpg,1
32.82,84.43,-0.6,SW-20_16-21F_p_045.jpg,1
28.99,84.43,-0.95,SW-20_16-21F_p_046.jpg,1
25.82,84.33,-0.99,SW-20_16-21F_p_047.jpg,1
21.98,84.23,-1.32,SW-20_16-21F_p_048.jpg,1
21.98,81.43,-1.32,SW-20_16-21F_p_049.jpg,1
25.82,81.63,-0.99,SW-20_16-21F_p_050.jpg,1
28.9,81.73,-0.75,SW-20_16-21F_p_051.jpg,1
32.73,81.73,-0.41,SW-20_16-21F_p_052.jpg,1
36,81.83,-0.57,SW-20_16-21F_p_053.jpg,1
39.82,81.73,-0.23,SW-20_16-21F_p_054.jpg,1
42.99,81.73,-0.19,SW-20_16-21F_p_055.jpg,1
46.83,81.53,0.15,SW-20_16-21F_p_056.jpg,1
46.83,78.83,0.15,SW-20_16-21F_p_057.jpg,1
42.99,78.93,-0.19,SW-20_16-21F_p_058.jpg,1
39.82,79.03,-0.23,SW-20_16-21F_p_059.jpg,1
36,79.03,-0.57,SW-20_16-21F_p_060.jpg,1
32.73,79.03,-0.41,SW-20_16-21F_p_061.jpg,1
29.56,78.93,-0.46,SW-20_16-21F_p_062.jpg,1
25.82,78.83,-0.99,SW-20_16-21F_p_063.jpg,1
21.98,78.63,-1.32,SW-20_16-21F_p_064.jpg,1
21.9,75.63,-1.13,SW-20_16-21F_p_065.jpg,1
25.91,75.93,-1.18,SW-20_16-21F_p_066.jpg,1
29.56,76.03,-0.46,SW-20_16-21F_p_067.jpg,1
32.7,75.83,1.42,SW-20_16-21F_p_068.jpg,1
36.74,76.33,-0.46,SW-20_16-21F_p_069.jpg,1
39.87,75.83,1.42,SW-20_16-21F_p_070.jpg,1
43.75,76.23,-0.08,SW-20_16-21F_p_071.jpg,1
47.57,75.93,0.26,SW-20_16-21F_p_072.jpg,1
100.3,12.93,171.16,SW-20_16-21F_p_073.jpg,1
44.49,73.33,0.02,SW-20_16-21F_p_074.jpg,1
40.57,73.43,-0.12,SW-20_16-21F_p_075.jpg,1
36.74,73.53,-0.46,SW-20_16-21F_p_076.jpg,1
32.91,73.43,-0.81,SW-20_16-21F_p_077.jpg,1
29.74,73.33,-0.84,SW-20_16-21F_p_078.jpg,1
25.91,73.03,-1.18,SW-20_16-21F_p_079.jpg,1
21.98,72.53,-1.32,SW-20_16-21F_p_080.jpg,1
22.07,69.43,-1.52,SW-20_16-21F_p_081.jpg,1
25.91,69.93,-1.18,SW-20_16-21F_p_082.jpg,1
29.82,70.33,-1.03,SW-20_16-21F_p_083.jpg,1
33.66,70.53,-0.7,SW-20_16-21F_p_084.jpg,1
37.49,70.53,-0.36,SW-20_16-21F_p_085.jpg,1
40.65,70.43,-0.31,SW-20_16-21F_p_086.jpg,1
44.49,70.13,0.02,SW-20_16-21F_p_087.jpg,1
99.91,1.23,156.14,SW-20_16-21F_p_088.jpg,1
-0.38,98.83,-1.22,SW-20_16-21F_q_001.jpg,1
3.54,98.33,-1.06,SW-20_16-21F_q_002.jpg,1
7.38,98.03,-0.73,SW-20_16-21F_q_003.jpg,1
11.21,97.83,-0.39,SW-20_16-21F_q_004.jpg,1
15.13,97.73,-0.25,SW-20_16-21F_q_005.jpg,1
18.29,97.93,-0.21,SW-20_16-21F_q_006.jpg,1
22.13,98.13,0.13,SW-20_16-21F_q_007.jpg,1
26.7,98.43,0.58,SW-20_16-21F_q_008.jpg,1
25.96,95.33,0.47,SW-20_16-21F_q_009.jpg,1
22.13,95.13,0.13,SW-20_16-21F_q_010.jpg,1
18.21,95.03,-0.01,SW-20_16-21F_q_011.jpg,1
14.38,94.93,-0.35,SW-20_16-21F_q_012.jpg,1
11.21,95.03,-0.39,SW-20_16-21F_q_013.jpg,1
7.2,95.23,-0.35,SW-20_16-21F_q_014.jpg,1
3.54,95.33,-1.06,SW-20_16-21F_q_015.jpg,1
-0.38,95.73,-1.22,SW-20_16-21F_q_016.jpg,1
-0.38,92.63,-1.22,SW-20_16-21F_q_017.jpg,1
3.54,92.43,-1.06,SW-20_16-21F_q_018.jpg,1
7.29,92.23,-0.54,SW-20_16-21F_q_019.jpg,1
10.54,92.13,-0.69,SW-20_16-21F_q_020.jpg,1
14.38,92.13,-0.35,SW-20_16-21F_q_021.jpg,1
18.48,93.63,8.22,SW-20_16-21F_q_022.jpg,1
21.96,92.23,0.51,SW-20_16-21F_q_023.jpg,1
25.3,92.33,0.17,SW-20_16-21F_q_024.jpg,1
25.21,89.53,0.36,SW-20_16-21F_q_025.jpg,1
21.2,89.53,0.41,SW-20_16-21F_q_026.jpg,1
17.55,89.43,-0.31,SW-20_16-21F_q_027.jpg,1
14.38,89.33,-0.35,SW-20_16-21F_q_028.jpg,1
10.45,89.33,-0.5,SW-20_16-21F_q_029.jpg,1
7.29,89.53,-0.54,SW-20_16-21F_q_030.jpg,1
3.54,89.53,-1.06,SW-20_16-21F_q_031.jpg,1
-0.29,89.63,-1.41,SW-20_16-21F_q_032.jpg,1
-0.29,86.73,-1.41,SW-20_16-21F_q_033.jpg,1
3.54,86.73,-1.06,SW-20_16-21F_q_034.jpg,1
7.38,86.73,-0.73,SW-20_16-21F_q_035.jpg,1
10.54,86.73,-0.69,SW-20_16-21F_q_036.jpg,1
14.38,86.73,-0.35,SW-20_16-21F_q_037.jpg,1
17.55,86.73,-0.31,SW-20_16-21F_q_038.jpg,1
21.11,86.73,0.61,SW-20_16-21F_q_039.jpg,1
25.21,86.73,0.36,SW-20_16-21F_q_040.jpg,1
25.21,84.03,0.36,SW-20_16-21F_q_041.jpg,1
21.38,84.03,0.02,SW-20_16-21F_q_042.jpg,1
17.55,84.03,-0.31,SW-20_16-21F_q_043.jpg,1
14.38,84.13,-0.35,SW-20_16-21F_q_044.jpg,1
10.54,84.03,-0.69,SW-20_16-21F_q_045.jpg,1
7.38,84.03,-0.73,SW-20_16-21F_q_046.jpg,1
3.54,83.93,-1.06,SW-20_16-21F_q_047.jpg,1
-0.29,83.93,-1.41,SW-20_16-21F_q_048.jpg,1
-0.29,81.03,-1.41,SW-20_16-21F_q_049.jpg,1
3.54,81.23,-1.06,SW-20_16-21F_q_050.jpg,1
7.38,81.33,-0.73,SW-20_16-21F_q_051.jpg,1
10.54,81.33,-0.69,SW-20_16-21F_q_052.jpg,1
14.38,81.43,-0.35,SW-20_16-21F_q_053.jpg,1
17.55,81.33,-0.31,SW-20_16-21F_q_054.jpg,1
21.38,81.33,0.02,SW-20_16-21F_q_055.jpg,1
25.3,81.13,0.17,SW-20_16-21F_q_056.jpg,1
25.3,78.33,0.17,SW-20_16-21F_q_057.jpg,1
21.38,78.43,0.02,SW-20_16-21F_q_058.jpg,1
18.21,78.63,-0.01,SW-20_16-21F_q_059.jpg,1
14.47,78.63,-0.55,SW-20_16-21F_q_060.jpg,1
10.63,78.63,-0.88,SW-20_16-21F_q_061.jpg,1
7.46,78.53,-0.92,SW-20_16-21F_q_062.jpg,1
3.63,78.33,-1.26,SW-20_16-21F_q_063.jpg,1
-0.38,78.13,-1.22,SW-20_16-21F_q_064.jpg,1
-0.38,75.03,-1.22,SW-20_16-21F_q_065.jpg,1
3.63,75.43,-1.26,SW-20_16-21F_q_066.jpg,1
7.29,75.53,-0.54,SW-20_16-21F_q_067.jpg,1
11.3,75.83,-0.58,SW-20_16-21F_q_068.jpg,1
14.47,75.83,-0.55,SW-20_16-21F_q_069.jpg,1
18.21,75.73,-0.01,SW-20_16-21F_q_070.jpg,1
22.22,75.73,-0.06,SW-20_16-21F_q_071.jpg,1
26.05,75.43,0.28,SW-20_16-21F_q_072.jpg,1
26.22,72.43,-0.11,SW-20_16-21F_q_073.jpg,1
22.31,72.73,-0.25,SW-20_16-21F_q_074.jpg,1
18.84,72.03,2.12,SW-20_16-21F_q_075.jpg,1
15.21,72.93,-0.44,SW-20_16-21F_q_076.jpg,1
11.38,72.93,-0.77,SW-20_16-21F_q_077.jpg,1
7.55,72.73,-1.12,SW-20_16-21F_q_078.jpg,1
3.72,72.43,-1.46,SW-20_16-21F_q_079.jpg,1
-0.29,71.93,-1.41,SW-20_16-21F_q_080.jpg,1
-2.55,66.23,3.6,SW-20_16-21F_q_081.jpg,1
3.72,69.33,-1.46,SW-20_16-21F_q_082.jpg,1
7.55,69.73,-1.12,SW-20_16-21F_q_083.jpg,1
11.47,69.93,-0.96,SW-20_16-21F_q_084.jpg,1
15.3,69.93,-0.63,SW-20_16-21F_q_085.jpg,1
19.13,69.83,-0.29,SW-20_16-21F_q_086.jpg,1
23.05,69.53,-0.15,SW-20_16-21F_q_087.jpg,1
29.43,66.03,6.9,SW-20_16-21F_q_088.jpg,1
