x,y,z,name,state
65.53,8.08,108.18,c_030.JPG,0
67.87,8.08,108.18,c_031.JPG,0
70.35,8.08,108.18,c_032.JPG,0
70.49,5.88,108.18,c_033.JPG,0
68.14,6.08,108.18,c_034.JPG,0
65.39,6.38,108.18,c_035.JPG,0
63.19,6.38,108.18,c_036.JPG,0
65.39,4.48,108.18,c_046.JPG,0
67.87,4.48,108.18,c_047.JPG,0
70.49,1.58,108.18,c_049.JPG,0
94.42,23.88,83.98,d_003.JPG,0
91.52,23.78,83.98,d_004.JPG,1
89.04,23.68,83.98,d_005.JPG,1
86.01,23.68,83.98,d_006.JPG,0
83.11,23.78,83.98,d_007.JPG,0
79.94,23.98,83.98,d_008.JPG,0
76.23,24.28,83.98,d_009.JPG,0
73.05,22.28,83.98,d_011.JPG,1
76.92,21.98,83.98,d_012.JPG,1
80.08,21.78,83.98,d_013.JPG,1
83.11,21.68,83.98,d_014.JPG,1
86.14,21.58,83.98,d_015.JPG,1
89.04,21.68,83.98,d_016.JPG,1
92.07,21.68,83.98,d_017.JPG,1
94.55,21.78,83.98,d_018.JPG,1
99.31,22.18,83.98,d_020.JPG,1
99.31,19.88,83.98,d_021.JPG,1
95.1,19.68,83.98,d_023.JPG,1
92.07,19.68,83.98,d_024.JPG,0
89.18,19.58,83.98,d_025.JPG,1
86.28,19.58,83.98,d_026.JPG,1
83.25,19.68,83.98,d_027.JPG,1
80.21,19.68,83.98,d_028.JPG,1
77.06,19.78,83.98,d_029.JPG,1
73.75,19.98,83.98,d_030.JPG,1
73.88,17.68,83.98,d_031.JPG,1
77.06,17.68,83.98,d_032.JPG,1
80.21,17.68,83.98,d_033.JPG,0
83.25,17.68,83.98,d_034.JPG,1
86.28,17.58,83.98,d_035.JPG,1
89.18,17.58,83.98,d_036.JPG,1
92.2,17.68,83.98,d_037.JPG,1
94.55,17.68,83.98,d_038.JPG,1
99.31,17.78,83.98,d_040.JPG,1
94.55,15.68,83.98,d_043.JPG,0
92.2,15.68,83.98,d_044.JPG,1
89.18,15.68,83.98,d_045.JPG,0
86.28,15.68,83.98,d_046.JPG,1
83.38,15.68,83.98,d_047.JPG,1
80.21,15.68,83.98,d_048.JPG,1
77.19,15.58,83.98,d_049.JPG,1
73.88,15.48,83.98,d_050.JPG,1
73.19,14.155,83.98,d_051.JPG,0
77.06,14.155,83.98,d_052.JPG,0
80.21,14.155,83.98,d_053.JPG,1
83.25,14.155,83.98,d_054.JPG,1
86.28,14.155,83.98,d_055.JPG,1
89.18,14.155,83.98,d_056.JPG,1
92.2,14.155,83.98,d_057.JPG,1
94.55,14.155,83.98,d_058.JPG,0
97.58,14.155,83.98,d_059.JPG,0
98.75,14.155,83.98,d_060.JPG,0
98.56,14.155,83.98,d_061.JPG,0
95.93,14.155,83.98,d_062.JPG,0
93.73,14.155,83.98,d_063.JPG,0
90.97,14.155,83.98,d_064.JPG,0
88.77,14.155,83.98,d_065.JPG,0
86.56,14.155,83.98,d_066.JPG,0
83.67,14.155,83.98,d_067.JPG,0
81.2,14.155,83.98,d_068.JPG,0
79.68,14.155,83.98,d_069.JPG,0
72.92,14.155,83.98,d_070.JPG,1
81.18,22.88,83.98,e_001.JPG,0
78.16,22.88,83.98,e_002.JPG,0
75.13,22.98,83.98,e_003.JPG,0
72.23,22.88,83.98,e_004.JPG,1
69.88,22.88,83.98,e_005.JPG,1
67.13,22.88,83.98,e_006.JPG,1
64.24,22.98,83.98,e_007.JPG,1
61.21,22.98,83.98,e_008.JPG,1
58.18,22.98,83.98,e_009.JPG,1
54.87,22.98,83.98,e_010.JPG,0
54.87,20.88,83.98,e_011.JPG,1
58.18,20.88,83.98,e_012.JPG,1
61.21,20.98,83.98,e_013.JPG,1
64.24,21.08,83.98,e_014.JPG,1
67.13,20.98,83.98,e_015.JPG,1
70.02,21.08,83.98,e_016.JPG,1
72.37,20.98,83.98,e_017.JPG,1
75.27,20.98,83.98,e_018.JPG,1
78.16,20.88,83.98,e_019.JPG,1
81.18,20.88,83.98,e_020.JPG,1
78.16,18.88,83.98,e_022.JPG,1
75.27,18.98,83.98,e_023.JPG,1
72.23,19.08,83.98,e_024.JPG,0
70.02,19.18,83.98,e_025.JPG,1
67.13,19.18,83.98,e_026.JPG,1
64.24,19.08,83.98,e_027.JPG,1
61.21,18.98,83.98,e_028.JPG,1
58.18,18.88,83.98,e_029.JPG,1
55.01,18.68,83.98,e_030.JPG,1
54.32,16.48,83.98,e_031.JPG,1
58.04,16.78,83.98,e_032.JPG,1
61.21,16.98,83.98,e_033.JPG,1
64.1,17.08,83.98,e_034.JPG,1
67.0,17.18,83.98,e_035.JPG,1
69.34,17.18,83.98,e_036.JPG,1
